Wall time,Step,Value
1515493353.2702887,150,0.043520353734493256
1515493371.1292713,151,0.03057221695780754
1515493389.0535352,152,0.03015301376581192
1515493406.9623485,153,0.03788681700825691
1515493424.8589108,154,0.03769481182098389
1515493442.8640525,155,0.027819955721497536
1515493460.789399,156,0.02694510854780674
1515493478.7371545,157,0.040995340794324875
1515493496.5099375,158,0.031560417264699936
1515493514.1754527,159,0.030795104801654816
1515493531.8879733,160,0.036121927201747894
1515493549.5230348,161,0.02857060730457306
1515493567.0928288,162,0.030219577252864838
1515493584.689111,163,0.02846609242260456
1515493602.4133835,164,0.02337169647216797
1515493619.9964263,165,0.03800695389509201
1515493637.587,166,0.03145391494035721
1515493655.2018282,167,0.026403818279504776
1515493672.8741612,168,0.029078517109155655
1515493690.2953207,169,0.02805776335299015
1515493707.8452365,170,0.030026284977793694
1515493725.2899816,171,0.026121962815523148
1515493742.933297,172,0.02807043492794037
1515493760.4558706,173,0.02581016719341278
1515493778.1220148,174,0.025312142446637154
1515493795.6009207,175,0.03195315599441528
1515493813.1130157,176,0.022050416097044945
1515493830.703908,177,0.02491401694715023
1515493848.2413597,178,0.022228172048926353
1515493865.8850296,179,0.02998322807252407
1515493883.5817897,180,0.02249736897647381
1515493901.2135491,181,0.03546258807182312
1515493918.8512275,182,0.020041856914758682
1515493936.4925396,183,0.022741565480828285
1515493954.104127,184,0.015370111912488937
1515493971.6626103,185,0.02576509118080139
1515493989.3033109,186,0.02503104880452156
1515494007.1251557,187,0.02135463058948517
1515494025.0712159,188,0.03062499314546585
1515494042.9069507,189,0.02819669619202614
1515494060.8989046,190,0.019650299102067947
1515494078.8994508,191,0.023977728560566902
1515494096.8014684,192,0.023080436512827873
1515494114.7957773,193,0.020482392981648445
1515494132.762097,194,0.02615250088274479
1515494150.6095579,195,0.026888716965913773
1515494168.5577264,196,0.02549293451011181
1515494186.6142552,197,0.014906251803040504
1515494204.6052818,198,0.02365664765238762
1515494222.4711032,199,0.017736924812197685
